ID|Department|Num|Title|Units|Description 
ESEC6010|ESEC|6010|Methods of Teaching in the Content Areas: Art|3|This course provides students with an understanding of the existing knowledge-base of teaching methods in Art, and the skills to plan and implement subject-specific pedagogy for Art in secondary classrooms. Topics include selecting and adapting methods of teaching for the content areas, planning lessons and units, assessing learning and developing practices that promote inquiry and critical thinking.
ESEC6011|ESEC|6011|Methods of Teaching in the Content Areas: English|3|This course provides students with an understanding of the existing knowledge-base of teaching methods in English/ Language Arts and the skills to plan and implement subject-specific pedagogy in English/ Language Arts secondary classrooms. Topics include selecting and adapting methods of teaching for the content areas, planning lessons and units, assessing learning, and developing practices that promote inquiry and critical thinking.
ESEC6012|ESEC|6012|Methods of Teaching in the Content Areas: World Language|3|This course provides students with an understanding of the existing knowledge-base of teaching methods in World Languages and the skills to plan and implement subject-specific pedagogy in secondary World Languages classrooms. Topics include selecting and adapting methods of teaching for the content areas, planning lessons and units, assessing learning, and developing practices that promote inquiry and critical thinking.
ESEC6013|ESEC|6013|Methods of Teaching in the Content Areas: Mathematics|3|This course provides students with an understanding of the current knowledge-base of teaching methods in mathematics and the skills required to plan, evaluate, and implement effective mathematics pedagogy in secondary classrooms. Topics include selecting and adapting evidence-based methods of teaching for the content area of mathematics, planning lessons and units, assessing learning, and developing practices and dispositions that promote inquiry and critical thinking.
ESEC6014|ESEC|6014|Methods of Teaching in the Content Areas: Music|3|This course provides students with an understanding of the existing knowledge-base of teaching and the skills to plan and implement subject-specific pedagogy in secondary classrooms. Topics include selecting and adapting methods of teaching for the content areas, planning lessons and units, assessing learning, and developing practices that promote inquiry and critical thinking.
ESEC6015|ESEC|6015|Methods of Teaching in the Content Areas: Physical Education|3|This course provides students with an understanding of the existing knowledge-base of teaching Physical Education and the skills to plan and implement subject-specific pedagogy in secondary Physical Education classrooms. Topics include selecting and adapting methods of teaching for the content areas, planning lessons and units, assessing learnings, and developing practices that promote inquiry and critical thinking.
ESEC6016|ESEC|6016|Methods of Teaching in the Content Areas: Science|3|This course provides students with an understanding of the existing knowledge-base of teaching Science and the skills to plan and implement subject-specific pedagogy in secondary Science classrooms. Topics include selecting and adapting methods of teaching for the content areas, planning lessons and units, assessing learning, and developing practices that promote inquiry and critical thinking.
ESEC6017|ESEC|6017|Methods of Teaching in the Content Areas: Social Science|3|This course provides students with an understanding of the existing knowledge-base of teaching Social Science and the skills to plan and implement subject-specific pedagogy in secondary Social Science classrooms. Topics include selecting and adapting methods of teaching for the content areas, planning lessons and units, assessing learning, and developing practices that promote inquiry and critical thinking.
ESEC6020|ESEC|6020|Supervised Field Experience I|6|This course is intended to help the teacher candidate make the transition from a college student to classroom teacher. Student teaching is an opportunity for the candidate to enact the theories, practices and strategies learned in the foundational stage of the credential program. In the initial stages of this transformative experience, the teacher candidate will observe the Resident Teacher and orient her/himself to the students and the school culture. Over the course of the semester the candidate will have increasing responsibility for the classroom, teaching an increasing number of periods through the school day. Student teaching is a full-time, all day experience in a public school setting. Graded: Credit/No Credit.
ESEC6022|ESEC|6022|Supervised Field Experience II|3|Semester Prerequisite:  ESEC 6020Semester Corequisite:  ESEC 6032, ESEC 6033This course is intended to help the teacher candidate make the transition from a college student to classroom teacher. Student teaching is an opportunity for the candidate to enact the theories, practices and strategies learned in the foundational stage of the credential program. In this second stage of student teaching, teacher candidates will assume more responsibility for the classroom, teaching an increasing number of periods through the school day. Student teaching is a full-time, all day experience in a public school setting. Graded: Credit/No Credit.
ESEC6030|ESEC|6030|Teaching Performance Assessment Supervised Study I|1|This course will prepare students to submit their Teaching Performance Assessment. This will include one-on-one mentoring sessions to supervise and provide guidance on student work for the TPA. Graded credit/no credit.
ESEC6031|ESEC|6031|Teaching Performance Assessment Seminar|3|This course guides the teacher candidate in preparing for and responding to the California Commission on Teacher Credential (CCTC) state mandated Teacher Performance Assessment required of all teacher candidates. This state mandated assessment evaluates what teacher candidates know and are able to do before being recommended for a teacher credential. In this course students will engage in practical exploration of and preparation for the TPA Cycle 1. Can be taken a maximum of two times for a total of six units. Graded Credit/No credit.
ESEC6032|ESEC|6032|Teaching Performance Assessment Supervised Study II|1|This course will prepare students to submit part II of their Teaching Performance Assessment. This will include one-on-one mentoring sessions to supervise and provide guidance on student work for the TPA. Graded Credit/No credit.
ESEC6033|ESEC|6033|Teaching Performance Assessment Seminar II|2|Semester Prerequisite:  Must have completed Teaching Performance Assessment Seminar IThis course guides the teacher candidate in preparing for and responding to the California Commission on Teacher Credential (CCTC) state mandated Teacher Performance Assessment required of all teacher candidates. This state mandated assessment evaluates what teacher candidates know and are able to do before being recommended for a teacher credential. In this course students will engage in practical exploration of and preparation for the TPA Cycle 2.  Graded Credit/No credit.
ESEC6034|ESEC|6034|Teaching Performance Assessment Seminar|3|This course guides the teacher candidate in preparing for and responding to the California Commission on Teacher Credential (CCTC) state mandated Teacher Performance Assessment required of all teacher candidates. This state mandated assessment evaluates what teacher candidates know and are able to do before being recommended for a teacher credential. In this course students will engage in practical exploration of and preparation for the TPA Cycles 1 and 2. Can be taken a maximum of two times for a total of six units. Graded Credit/No credit.
ESEC6055|ESEC|6055|Internship Seminar I|2|This course provides support and guidance to the intern teacher candidate. The intern candidate is a full-time teacher with full responsibilities of the classroom in a cooperating school district. On a daily basis, the intern will demonstrate and refine their teaching of content area standards as well as demonstrate effective use of the theories and strategies learned in the foundational stage of the credential program. Graded credit/no credit. Formerly offered as ESEC 555.
ESEC6056|ESEC|6056|Internship Seminar II|2|This course is the second phase of supervised intern teaching. In this course, the candidate continues to receive support and refine their teaching of content area standards. Graded credit/no credit. Formerly offered as ESEC 556.
ESEC6071|ESEC|6071|Intern Supervision I|3|Semester Prerequisite:  Admission to Single Subject Program and Intern requirements met. Quarter Prerequisite: enrollment in Single Subject Program and meeting Intern requirementsSupervised field experience for full-time intern teaching in a single subject setting in a public school. Formerly ESEC 570A. Graded Credit/No Credit.
ESEC6072|ESEC|6072|Intern Supervision II|3|Semester Prerequisite:  satisfactory completion of ESEC 6071 and consent of program coordinator. Quarter Prerequisite: satisfactory completion of ESEC 570A and consent of program coordinatorFull-time teaching in a single subject setting in a public school. Graded credit/no credit. Formerly ESEC 570B. Graded Credit/No credit.
ESEC6605|ESEC|6605|Advanced Topics in Education|3|History and theory of elementary, secondary and post-secondary education within the setting of American society: underlying assumptions, organizational structure, leadership, policy, and educational change. Multiculturalism is studied in a balanced context relevant to the educational setting. Students apply what they learn to their educational philosophy, thereby connecting theory to the daily practice in the schools. Formerly EDUC 605/6605.
ESEC6610|ESEC|6610|Teaching and Learning Technique A - Student Engagement|3|Theories, research, and concept of human motivation and engagement related to learning and teaching. Explores what motivates students to learn and examine strategies, techniques and interventions that promote and sustain learner engagement. Historical and contemporary research on motivation, teaching and learning will be reviewed, analyzed and discussed.
ESEC6610|ESEC|6610|Teaching and Learning Technique B:  Effective Communication in Education|3|Practical approaches to effective communication in educational contexts. Correlates of effective change and the dynamics of interpersonal communication; group dynamics from a pluralistic perspective; writing and speaking for professional and academic purposes.
ESEC6610|ESEC|6610|Teaching and Learning Technique C: Instructional Facilitation|3|Provides a context for understanding learner-centered effective questioning techniques, coaching conversations, facilitation strategies, working with struggling learners, navigating conflict, and verbal and nonverbal communication skills.
ESPE3350|ESPE|3350|Introduction to Special Populations for General Education Teachers|3|Introduction to special populations in the mainstream classroom for general educators. Development of basic skills for teaching special populations in the general education classroom including differentiated instructional strategies within the core curriculum, roles of general education teachers, and creating a positive inclusive climate of instruction for exceptional learners. A minimum of three hours of fieldwork is required. Formerly ESPE 350.
ESPE5530|ESPE|5530|Introduction to Special Education|3|Characteristics and educational implications of physical, intellectual, social and emotional development among exceptional individuals. Ethical and legal aspects of special education. Observations in educational settings. For classification in any Special Education program, candidates must obtain a grade of B or better. Formerly ESPE 530.
ESPE5531|ESPE|5531|Methods and Procedures in Special Education|3|Quarter Prerequisite:  ESPE 530Introductory methods for planning, assessment of student learning, basic instructional strategies, differentiated instruction, and classroom management in special education. Policies and procedures related to the implementation of federal and state legislation governing the delivery of special education services. Introduction to the dispositions of effective special education teachers and teacher leadership.  For classified admission to any of the Special Education programs, candidates must obtain a grade of B or better. Formerly ESPE 531.
ESPE5532|ESPE|5532|Language Development in Diverse Learners|3|Semester Prerequisite:  ESPE 5530, ESPE 5531, and admission to the Special Education program. Quarter Prerequisite: ESPE 530, ESPE 531, and ESPE 611, and admission to the Special Education programCharacteristics of typical/atypical language development and academic language acquisition in children with and without disabilities. Functional communication and augmentative/alternative communication needs of the exceptional child. Includes the unique linguistic features and needs of the EL learner with disabilities.
ESPE6601|ESPE|6601|Critical Issues in Special Education|3|Quarter Prerequisite:  Classified admission to Master of Science in Special Education programLegal, historical, and ethical foundations of special education including legislation, regulations and case law that govern the provision of special education. Critical trends and issues affected by current social, political, and economic conditions will be addressed, including education reform, multicultural and language issues, inclusion, access to core curriculum, and transition.
ESPE6602|ESPE|6602|Research in Special Education|3|Quarter Prerequisite:  Classified admission to the Master of Science in Special Education programIntroduction to qualitative and quantitative research methods, including single subject design. Formulation of research questions and preparation of research documents. Understanding descriptive and inferential statistics in education research. Reading and understanding current research in special education. Formerly ESPE 602.
ESPE6606|ESPE|6606|Graduate Writing in Special Education|3|Semester Prerequisite:  Satisfaction of the GE written communication (A1) requirement and a minimum of 60 semester units of college creditCandidates will learn expository writing conventions specific to the field of special education.  Analysis and evaluation of research will be addressed. APA Style will be included.
ESPE6609|ESPE|6609|Practicum:  Educating Students with Autism Spectrum Disorder|1|Semester Prerequisite:  Must be co-enrolled in ESPE 6610 or have successfully completed ESPE 6610 or equivalent with consent of program coordinatorActivities related to evidence-based practices in teaching students with autism spectrum disorders.
ESPE6610|ESPE|6610|Educating Students with Autism Spectrum Disorders|3|Semester Prerequisite:  ESPE 5530, ESPE 5531, and admission to the Special Education program. Quarter Prerequisite: ESPE 530, ESPE 531, and admission to the Special Education programSemester Corequisite:  ESPE 6609Characteristics of learners with autism. Evidence-based methods for the education and treatment of students in early childhood through age 22 with autism spectrum disorders. Planning, implementing, and evaluating methods to teach social, language, behavioral, and learning skills. Concurrent enrollment required in ESPE 6609.
ESPE6619|ESPE|6619|Supervised Student Teaching in Special Education: Early Childhood Special Education|6|Semester Prerequisite:  Classified admission to the Preliminary Education Specialist credential program in Early Childhood Special Education and successful completion of ESPE 5532, ESPE 6631, ESPE 6632, ESPE 6633, and ESPE 6634. Quarter Prerequisite: Classified admission to the Special Education credential programSupervised full-time student teaching in early childhood special education settings at a public school or program operated by a county office of education. Experiences in at least two service delivery models for children between birth and kindergarten as outlined by the credential authorization will be documented. Apply for permission to enroll one semester in advance. Graded credit/no credit. Formerly ESPE 620C.
ESPE6620|ESPE|6620|Supervised Student Teaching in Special Education: Mild to Moderate Support Needs|6|Semester Prerequisite:  Classified admission to the Preliminary Education Specialist credential program in: (1) Mild/Moderate Disabilities (2009 Standards) and successful completion of ESPE 6609 and ESPE 6636 (formerly 6614); OR (2) Mild to Moderate Support Needs (2018 Standards) and successful completion of ESPE 6634 and ESPE 6636 (formerly ESPE 6614).  Quarter Prerequisite: Classified admission to the Special Education credential programSupervised full-time student teaching in settings where students with mild to moderate support needs are served in a public school. Experiences in general education, grade/age levels, federal disability categories, and the continuum of services outlined by the credential authorizations for Mild to Moderate Disabilities (2009 Standards) and Mild to Moderate Support Needs (2018 Standards) will be documented. Apply for permission to enroll one semester in advance. Graded credit/no credit. Formerly ESPE 620A.
ESPE6621|ESPE|6621|Supervised Student Teaching in Special Education: Extensive Support Needs|6|Semester Prerequisite:  Classified admission to the Preliminary Education Specialist credential program in: (1) Moderate to Severe Disabilities (2009/2014 Standards) and successful completion of ESPE 6609 and ESPE 6636 (formerly 6614); OR (2) Extensive Support Needs (2018 Standards) and successful completion of ESPE 6634 and ESPE 6636 (formerly ESPE 6614). Quarter Prerequisite: Classified admission to the Special Education credential programSupervised full-time student teaching in settings where students with extensive support needs are served in a public school or county office of education. Experiences in general education, grade/age levels, federal disability categories, and the continuum of services outlined by the credential authorizations for Moderate to Severe Disabilities (2009/2014 Standards) and Extensive Support Needs (2018 Standards) will be documented. Apply for permission to enroll one semester in advance. Graded credit/no credit. Formerly ESPE 620B.
ESPE6622|ESPE|6622|Supervised Intern Teaching in Special Education: Mild to Moderate Support Needs|6|Semester Prerequisite:  Full/Clear Classification in the Education Specialist Intern Credential in the Special Education program. Candidate must hold a valid Education Specialist Internship Credential with an authorization in Mild to Moderate Disabilities (2009/2014 Standards) OR Mild to Moderate Support Needs (2018 Standards); verified employment in a partnering school district as the teacher of record in a setting appropriate to the internship credential authorization; and consent of Intern Coordinator. Quarter Prerequisite: Full/Clear Classification in the Education Specialist Intern Credential in Mild/Moderate Disabilities and consent of Intern CoordinatorSupervised full-time teaching on an Education Specialist Internship credential in a special education public school setting designated by the Mild/Moderate credential (2009/2014 Standards) OR Mild to Moderate Support Needs credential (2018 Standards) authorization.  Must be repeated with a grade of Credit during each semester of the Internship program until completion of credential objective (minimum 4 semesters). May be repeated four times for 24 units. Formerly ESPE 622A.
ESPE6623|ESPE|6623|Supervised Intern Teaching in Special Education: Extensive Support Needs|6|Semester Prerequisite:  Full/Clear Classification in the the Special Education program. Candidate must hold a valid Education Specialist Internship Credential with an authorization in Moderate to Severe Disabilities (2009/2014 Standards) OR Extensive Support Needs (2018 Standards); verified employment in a partnering school district as the teacher of record in a setting appropriate to the internship credential authorization; and consent of Intern Coordinator. Quarter Prerequisite: Full/Clear Classification in the Education Specialist Intern Credential in Moderate/Severe Disabilities and consent of Intern CoordinatorSupervised full-time teaching on an Education Specialist Internship credential in a special education public school setting designated by the Moderate/Severe credential (2009/2014 Standards) OR Extensive Support Needs credential (2018 Standards) authorization.  Must be repeated with a grade of Credit during each semester of the Internship program until completion of credential objective (minimum 4 semesters). May be repeated four times for 24 units. Formerly ESPE 622B.
ESPE6624|ESPE|6624|Supervised Intern Teaching in Special Education: Early Childhood Special Education|6|Semester Prerequisite:  Full/Clear Classification Education Specialist Intern Credential in Early Childhood Special Education and consent of Intern Coordinator. Quarter Prerequisite: Full/Clear Classification in Education Specialist Intern Credential in Early Childhood Special Education and consent of Intern CoordinatorFull-time teaching on an Education Specialist Internship credential in a special education public school setting designated by the Early Childhood credential authorization.  Must be repeated with a grade of Credit during each semester of the Internship program until completion of credential objective (minimum 4 semesters). May be repeated four times for 24 units. Formerly ESPE 622C.
ESPE6631|ESPE|6631|Assessment for Planning and Instruction|3|Semester Prerequisite:  ESPE 5530, ESPE 5531, and admission to the Special Education Program. Quarter Prerequisite: ESPE 530, ESPE 531, and admission to the Special Education ProgramValid and reliable assessment practices and data analysis to inform evidence-based decisions regarding special education eligibility, program planning, progress monitoring, and learning outcomes for diverse learners. Formerly ESPE 6611.
ESPE6632|ESPE|6632|Supportive Learning Environments|3|Semester Prerequisite:  ESPE 5530, ESPE 5531, and admission to the Special Education Program. Quarter Prerequisite: ESPE 530, ESPE 531, and admission to the Special Education ProgramEstablish, maintain, and monitor positive behavioral and environmental supports in diverse educational settings. Includes system-level support practices. Practicum in approved settings required. Formerly ESPE 6612; ESPE 612.
ESPE6633|ESPE|6633|Methods to Support Inclusive Learning|3|Semester Prerequisite:  ESPE 5530, ESPE 5531, and admission to the Special Education programSemester Corequisite:  ESPE 6634In the context of the California school structure, application and synthesis of teaching methods including universal design for learning (UDL) and integrating unique linguistic features and needs of English language (EL) learners with disabilities across subject matter including core subjects as well as visual and performing arts. Technology for teaching and learning including assistive technology to support student access to learning in inclusive settings. Students will be introduced to coordinating and collaborating with other professionals and paraprofessionals in inclusive educational settings. Concurrent enrollment is required in ESPE 6634.
ESPE6634|ESPE|6634|Practicum: Methods to Support Inclusive Learning|1|Semester Prerequisite:  ESPE 5530, ESPE 5531, and admission to the Special Education ProgramSemester Corequisite:  Must be co-enrolled in ESPE 6633 or have successfully completed ESPE 6633 or equivalent with consent of program coordinatorActivities related to evidence-based practices in teaching students in inclusive educational settings for TK/Preschool-12 students with and without disabilities.
ESPE6635|ESPE|6635|Seminar in Literacy Learning for K-12 Students with Special Needs|3|Semester Prerequisite:  ESPE 5530, ESPE 5531, ESPE 5532 (formerly ESPE 5514), ESPE 6631(formerly ESPE 6611), and admission to the Special Education program. Quarter Prerequisite: ESPE 530, ESPE 531, ESPE 611, and admission to the Special Education programSemester Corequisite:  ESPE 6636 (Formerly ESPE 6614)Differentiated teaching methods and specialized assessment in literacy learning for students with special needs, including English learners. Must be taken concurrently with ESPE 6636 (formerly 6614). Formerly ESPE 6613; ESPE 613.
ESPE6636|ESPE|6636|Practicum: Seminar in Literacy Learning for K-12 Students with Special Needs|1|Semester Prerequisite:  ESPE 5530, ESPE 5531, ESPE 5532 (formerly ESPE 5514), ESPE 6631 (formerly ESPE 6611), and admission to the Special Education programSemester Corequisite:  ESPE 6635 (formerly ESPE 6613) or have successfully completed ESPE 6635 (formerly ESPE 6613) or equivalent with consent of program coordinatorActivities related to evidence-based practices in literacy instruction for students in grades kindergarten through 12 with disabilities. Formerly ESPE 6614.
ESPE6637|ESPE|6637|Seminar on Language and Literacy in Early Childhood Special Education|3|Semester Prerequisite:  ESPE 5530, ESPE 5531, and fully classified in the Education Specialist credential program in Early Childhood. Quarter Prerequisite: ESPE 530, ESPE 531, and full admission to the Special Education programSemester Corequisite:  ESPE 6638 (formerly ESPE 6616)An intensive study of early language and literacy skills including English language development, assessment, instruction, and curriculum guidelines as related to infants, toddlers, preschool, and kindergarten children with special needs.  Formerly ESPE 6615; ESPE 615.
ESPE6638|ESPE|6638|Practicum: Seminar on Language and Literacy in Early Childhood Education|1|Semester Prerequisite:  ESPE 5530, ESPE 5531, ESPE 6631 (formerly ESPE 6611), ESPE 6632 (formerly ESPE 6612), and admission to the Special Education programSemester Corequisite:  ESPE 6637 (formerly ESPE 6615) or have successfully completed ESPE 6637 (formerly ESPE 6615) or equivalent with consent of program coordinatorActivities related to evidence-based practices for language and literacy instruction in early childhood special education. Formerly ESPE 6616.
ESPE6639|ESPE|6639|Collaboration and Consultation in Special Education|3|Semester Prerequisite:  ESPE 5530, ESPE 5531, ESPE 6631 (formerly ESPE 6611), ESPE 6632 (formerly ESPE 6612), and admission to the Special Education program. Quarter Prerequisite: ESPE 530, ESPE 531, ESPE 611, ESPE 612, and admission to the Special Education programCompetencies and skills for collaborative and consultative roles to develop partnerships with students, professionals, paraprofessionals, families, and community agency personnel. The role of the education specialist as a teacher leader will be addressed. Formerly ESPE 6625; ESPE 625.
ESPE6642|ESPE|6642|Methods for Students with Mild to Moderate Support Needs  I|3|Semester Prerequisite:  ESPE 5532 (formerly ESPE5514), ESPE 6631 (formerly ESPE6611), ESPE6632 (formerly ESPE6612), ESPE6633, and ESPE6635 (formerly ESPE6613)Responsive, explicit, and systematic teaching and behavioral practices to collaboratively provide optimal learning opportunities for students with mild and moderate support needs to develop essential 21st-century skills. Formerly ESPE 642.
ESPE6643|ESPE|6643|Methods for Students with Mild to Moderate Support Needs II|3|Semester Prerequisite:  ESPE 6642. Quarter Prerequisite: ESPE 642The development of the knowledge and skills to promote social and emotional well-being of students with mild and moderate support needs and to empower students and families for a successful transition to post-secondary education, career, independent living, and community participation. Formerly ESPE 643.
ESPE6662|ESPE|6662|Methods for Students with Extensive Support Needs I|3|Semester Prerequisite:  ESPE 5532, ESPE 6631, ESPE 6632, ESPE 6633, ESPE 6635.  Quarter Prerequisite: ESPE 610 and 611Person-centered planning, strength-based, and ecological assessment to develop IEP and ITP; evidence-based instructional supports for students with ESN; address the unique learning, sensory and access needs of students with physical/orthopedic disabilities, other health impairments, and multiple disabilities; environments that support communication and social interactions. Formerly 662.
ESPE6663|ESPE|6663|Methods for Students with Extensive Support Needs II|3|Semester Prerequisite:  ESPE 5532, ESPE 6631, ESPE 6632, ESPE 6633, ESPE 6635, ESPE 6662.  Quarter Prerequisite: ESPE 662Transition planning and implementation for students with ESN; use of assistive technology and AAC to facilitate communication, curriculum access, and skills development; supporting mobility, sensory and/or specialized health care needs; community-based instructional environments; collaboration with other service providers. Formerly ESPE 663.
ESPE6665|ESPE|6665|Seminar in Special Education|3|Semester Prerequisite:  Classified admission and advanced to candidacy in the M.S. in Special Education program for candidates who have declared the Comprehensive Exam option.  Quarter Prerequisite: Classified admission and advanced to candidacy in the MS Special Education program for candidates who have declared the Comprehensive Exam optionAdvanced seminar designed to review current issues and empirical research findings relating to the education of students with disabilities in preparation for the Comprehensive Exam in special education. Review of information regarding assessment, development and delivery of quality instruction, and providing appropriate support for use in regular and special education settings.
ESPE6672|ESPE|6672|Birth to Age Three Methods in Early Childhood Special Education|3|Semester Prerequisite:  ESPE 6610, ESPE 6611, ESPE 6612, and full classification the Early Childhood Special Education credential and/or Master of Science in Special Education program. Quarter Prerequisite: ESPE 610, ESPE 611, ESPE 612, and admission to the Special Education programContemporary theoretical, philosophical, legal, and empirical influences in Early Intervention. Screening, assessment, intervention and instructional strategies that are responsive to the individual needs of families who have children between birth and age three with disabilities (including children at risk and with low incidence disabilities). Special consideration of the assessment of parent priorities and resources, models of service delivery, collaboration, and supportive learning environments. Requires 45 hours of practice in early intervention settings.
ESPE6673|ESPE|6673|Preschool through Kindergarten Methods in Early Childhood Special Education|3|Semester Prerequisite:  ESPE 6610, ESPE 6611, ESPE 6612, and full classification the Early Childhood Special Education credential and/or Master of Science in Special Education program. Quarter Prerequisite: ESPE 610, ESPE 611, ESPE 612, and admission to the Special Education programAssessment, intervention and instructional strategies that are responsive to the individual needs of students in preschool through kindergarten with disabilities (including children with low incidence disabilities). Special consideration of models of service delivery, collaboration, and supportive learning environments.
ESPE6953|ESPE|6953|Advanced Independent Study Topics in Special Education|3|"Prerequisites:  Minimum grade point average of ""B'Special topics involving the application of special education procedures. Consent of instructor and college approval of a written proposal of a project submitted on a standard application, and filed in advance of the term in which the course is to be taken. May be taken two times for six units."
ESPE6960|ESPE|6960|Master of Science in Special Education Project|3|Semester Prerequisite:  Advancement to candidacy and consent of the Special Education Graduate Program Coordinator. Quarter Prerequisite: Advancement to candidacy and consent of the Special Education Graduate Program CoordinatorIndependent graduate research conducted under the guidance of the major advisor and resulting in a written project.  Formerly ESPE 600.
ESPE6980|ESPE|6980|Comprehensive Examination|0|Semester Prerequisite:  Advancement to candidacy, approval of the department, completion of coursework in the MS in Special Education program, and in good academic standing. Quarter Prerequisite: Advancement to candidacy, approval of the department, completion of coursework in the MS in Special Education program, and in good academic standingSemester Corequisite:  Concurrent enrollment in ESPE 6665An assessment of teacher candidates' ability to integrate the knowledge of the area, show critical and independent thinking, and demonstrate mastery of the subject matter.  Graded credit/no credit.
ESPE7906|ESPE|7906|Leadership in Program Development for Students with Disabilities|3|Semester Prerequisite:  Admission into EdD program.  Quarter Prerequisite: Admission into EdD programLeadership and administration of programs for students with disabilities, including the review of legislative authority and state and federal regulations.  Emphasis will be placed on accessibility and inclusive practices.
ENG1000|ENG|1000|Academic Speaking for Multilingual Students|3|Analysis and practice of spoken language in university settings, such as classroom discussions, laboratories, office hours, and other interactions. Builds students' understanding of and fluency in such areas as intonation patterns, grammatical structures, and discourse strategies for particular academic situations. Formerly offered as Eng 100.
ENG1050|ENG|1050|Stretch Composition I|3|Analysis and use of strategies for conducting research and critically reading and writing expository texts. Explores relationships among language, meaning, and context, and emphasizes writing as a recursive process and as a means of critical thinking. Students identify themselves for placement in this course through Directed Self-Placement. Students will remain with the same cohort of classmates in the same time slot across ENG 1050A -ENG 1060A. Graded Credit/No Credit. Formerly offered as Eng 105A.
ENG1050|ENG|1050|Stretch Composition I for Multilingual Students|3|Analysis and use of strategies for conducting research and critically reading and writing expository texts. Explores relationships among language, meaning, and context, and emphasizes writing as a recursive process and as a means of critical thinking. Students identify themselves for placement in this course through Directed Self-Placement and through self-identification as a speaker of a native or home language other than English. Students who meet these two criteria may also opt to take ENG 1050A instead of ENG 1050B. Students will remain with the same cohort of classmates in the same time slot across ENG 1050B -ENG 1060B. Graded Credit/No Credit. Formerly offered as Eng 105B.
ENG1060|ENG|1060|Stretch Composition II|3|Semester Prerequisite:  ENG 1050A. Quarter Prerequisite: ENG 105AFurther examination of how written language functions in context. Builds students' abilities to conduct research and to integrate it into their own arguments. Students will remain with the same cohort of classmates in the same time slot across ENG 1050A - ENG 1060A. Graded A through C-/No Credit. A grade of C- or better fulfills GE Category A2. Formerly offered as ENG 106A.
ENG1060|ENG|1060|Stretch Composition II for Multilingual Students|3|Semester Prerequisite:  ENG 1050B. Quarter Prerequisite: ENG 105BFurther examination of how written language functions in context. Builds students' abilities to conduct research and to integrate it into their own arguments. Students will remain with the same cohort of classmates in the same time slot across ENG 1050B - ENG 1060B. Graded A through C-/No Credit. A grade of C- or better fulfills GE Category A2. Formerly offered as ENG 106B.
ENG1070|ENG|1070|First-Year Composition|3|Concentrated composition course for advanced first-year writers. Examines the ways written language functions in various contexts. Requires students to conduct research, to draw upon their critical readings of texts to develop their own arguments, and to examine and use rhetorical strategies that respond to different situations. Students identify themselves for placement in this course through Directed Self-Placement. Graded A through C-/No Credit. A grade of C- or better satisfies GE Category A2. Formerly offered as ENG 107.
ENG1070|ENG|1070|First-Year Composition for Multilingual Students|3|Concentrated composition course for advanced first-year writers. Examines the ways written language functions in various contexts. Requires students to conduct research, to draw upon their critical readings of texts to develop their own arguments, and to examine and use rhetorical strategies that respond to different situations. Students identify themselves for placement in this course through Directed Self-Placement and through self-identification as a speaker of a native or home language other than English. Students who meet these criteria may also opt to take ENG 1070A instead of ENG 1070B. Graded A through C-/No Credit. A grade of C- or better satisfies GE Category A2.  Formerly offered as ENG 107.
ENG1120|ENG|1120|Speculative Fiction: Science Fiction, Horror, Fantasy|3|Reading and analysis of speculative fiction in its historical and cultural contexts, with emphasis on critical reading and writing.  Genres may include but are not limited to science fiction, fantasy, and horror, either individually or in combination. Satisfies GE category C2. May be taken for up to 9 units as topics change, only three credits of which can be used for GE.
ENG1200|ENG|1200|Multi-Ethnic American Literature|3|Introduction to literary works produced by individuals of African American, Asian American, Chicanx/Latinx, or Native American heritage, with an emphasis on literary, historical, and cultural context. Satisfies GE category C2; DI designation. May be taken for up to 9 units, only three of which can be used for GE.
ENG1210|ENG|1210|Diversity Literature and Social Justice|3|Introduction to literary works that reflect diversity, especially of race, gender, sexual orientation, ability, class, or culture, with an emphasis on how literature can respond to questions of social justice, equity, and human rights. Satisfies GE category C2; DI designation; WI designation. May be taken for up to 9 units as topics change, only three of which can be used for GE.
ENG1300|ENG|1300|Foundation Seminar: Language, Society, and Power|3|Seminar on roles that language plays in personal relationships and in such aspects of society as politics, law, technology, religion, and consumer culture. Emphasizes the power of language to influence, control, and inspire change through various genres and media. Attends to analytical and research strategies critical for students' success in academic, social, and personal settings.   Satisfies GE category E; WI designation.
ENG1700|ENG|1700|Studies in Literature and Creative Writing|3|Quarter Prerequisite:  Satisfaction of the GE written communication (A1) requirement or equivalentAnalysis and production of the forms and content of literature. Emphasis placed on methodologies of reading and writing fiction, creative nonfiction, poetry and drama for various media and performance contexts. Satisfies GE category C2; DI designation. Formerly offered as ENG 170.
ENG2000|ENG|2000|Introduction to English Studies|3|Introduction to the sub-disciplines in English, including literature, creative writing, linguistics, and rhetoric and writing studies. Orients students to various dimensions of English Studies, the goals of the English B.A., and possible career pathways for English majors.  Graded credit/no credit.
ENG2100|ENG|2100|Historical Approaches to English Literature|3|Quarter Prerequisite:  Satisfaction of the GE written communication (A1) requirement or equivalentHistorically framed readings in English literature from the Middle Ages to the 18th Century. Formerly English 210.
ENG2180|ENG|2180|The Function of Stories|3|Examination of the role of stories and storytelling in human societies. Reading and analysis of multidisciplinary theories of the rise of storytelling in the human species and of narrative texts (both film and written) that reflect on the roles stories play in our lives. Satisfies GE category C2.
